"","site.code","session","site.accession","subplot","rep","tree.count","value","species","measure"
"19168","DCLU","6","DCLU006","8","DCLU006-8",36,0,"LRFF","N"
"19169","DCLU","6","DCLU006","9","DCLU006-9",37,0,"LRFF","N"
"19170","DCLU","6","DCLU006","10","DCLU006-10",37,0,"LRFF","N"
"19171","DCLU","7","DCLU007","1","DCLU007-1",14,0,"LRFF","N"
"19172","DCLU","7","DCLU007","2","DCLU007-2",46,0,"LRFF","N"
"19173","DCLU","7","DCLU007","3","DCLU007-3",29,0,"LRFF","N"
"19174","DCLU","7","DCLU007","4","DCLU007-4",32,0,"LRFF","N"
"19175","DCLU","7","DCLU007","5","DCLU007-5",41,0,"LRFF","N"
"19176","DCLU","7","DCLU007","6","DCLU007-6",35,0,"LRFF","N"
"19177","DCLU","7","DCLU007","7","DCLU007-7",42,0,"LRFF","N"
"19178","DCLU","7","DCLU007","8","DCLU007-8",36,0,"LRFF","N"
"19179","DCLU","7","DCLU007","9","DCLU007-9",37,0,"LRFF","N"
"19180","DCLU","7","DCLU007","10","DCLU007-10",37,0,"LRFF","N"
"19181","DCLU","8","DCLU008","1","DCLU008-1",14,0,"LRFF","N"
"19182","DCLU","8","DCLU008","2","DCLU008-2",46,0,"LRFF","N"
"19183","DCLU","8","DCLU008","3","DCLU008-3",29,0,"LRFF","N"
"19184","DCLU","8","DCLU008","4","DCLU008-4",32,0,"LRFF","N"
"19185","DCLU","8","DCLU008","5","DCLU008-5",41,0,"LRFF","N"
"19186","DCLU","8","DCLU008","6","DCLU008-6",35,0,"LRFF","N"
"19187","DCLU","8","DCLU008","7","DCLU008-7",42,0,"LRFF","N"
"19188","DCLU","8","DCLU008","8","DCLU008-8",36,0,"LRFF","N"
"19189","DCLU","8","DCLU008","9","DCLU008-9",37,0,"LRFF","N"
"19190","DCLU","8","DCLU008","10","DCLU008-10",37,0,"LRFF","N"
"19191","DCLU","9","DCLU009","1","DCLU009-1",14,0,"LRFF","N"
"19192","DCLU","9","DCLU009","2","DCLU009-2",46,0,"LRFF","N"
"19193","DCLU","9","DCLU009","3","DCLU009-3",29,0,"LRFF","N"
"19194","DCLU","9","DCLU009","4","DCLU009-4",32,0,"LRFF","N"
"19195","DCLU","9","DCLU009","5","DCLU009-5",41,0,"LRFF","N"
"19196","DCLU","9","DCLU009","6","DCLU009-6",35,0,"LRFF","N"
"19197","DCLU","9","DCLU009","7","DCLU009-7",42,0,"LRFF","N"
"19198","DCLU","9","DCLU009","8","DCLU009-8",36,0,"LRFF","N"
"19199","DCLU","9","DCLU009","9","DCLU009-9",37,0,"LRFF","N"
"19200","DCLU","9","DCLU009","10","DCLU009-10",37,0,"LRFF","N"
"19201","DCLU","10","DCLU010","1","DCLU010-1",14,0,"LRFF","N"
"19202","DCLU","10","DCLU010","2","DCLU010-2",46,0,"LRFF","N"
"19203","DCLU","10","DCLU010","3","DCLU010-3",29,0,"LRFF","N"
"19204","DCLU","10","DCLU010","4","DCLU010-4",32,0,"LRFF","N"
"19205","DCLU","10","DCLU010","5","DCLU010-5",41,0,"LRFF","N"
"19206","DCLU","10","DCLU010","6","DCLU010-6",35,0,"LRFF","N"
"19207","DCLU","10","DCLU010","7","DCLU010-7",42,0,"LRFF","N"
"19208","DCLU","10","DCLU010","8","DCLU010-8",36,0,"LRFF","N"
"19209","DCLU","10","DCLU010","9","DCLU010-9",37,0,"LRFF","N"
"19210","DCLU","10","DCLU010","10","DCLU010-10",37,0,"LRFF","N"
"19211","DCLU","11","DCLU011","1","DCLU011-1",14,0,"LRFF","N"
"19212","DCLU","11","DCLU011","2","DCLU011-2",46,0,"LRFF","N"
"19213","DCLU","11","DCLU011","3","DCLU011-3",29,0,"LRFF","N"
"19214","DCLU","11","DCLU011","4","DCLU011-4",32,0,"LRFF","N"
"19215","DCLU","11","DCLU011","5","DCLU011-5",41,0,"LRFF","N"
"19216","DCLU","11","DCLU011","6","DCLU011-6",35,0,"LRFF","N"
"19217","DCLU","11","DCLU011","7","DCLU011-7",42,0,"LRFF","N"
"19218","DCLU","11","DCLU011","8","DCLU011-8",36,0,"LRFF","N"
"19219","DCLU","11","DCLU011","9","DCLU011-9",37,0,"LRFF","N"
"19220","DCLU","11","DCLU011","10","DCLU011-10",37,0,"LRFF","N"
"19221","DCLU","12","DCLU012","1","DCLU012-1",14,0,"LRFF","N"
"19222","DCLU","12","DCLU012","2","DCLU012-2",46,0,"LRFF","N"
"19223","DCLU","12","DCLU012","3","DCLU012-3",29,0,"LRFF","N"
"19224","DCLU","12","DCLU012","4","DCLU012-4",32,0,"LRFF","N"
"19225","DCLU","12","DCLU012","5","DCLU012-5",41,0,"LRFF","N"
"19226","DCLU","12","DCLU012","6","DCLU012-6",35,0,"LRFF","N"
"19227","DCLU","12","DCLU012","7","DCLU012-7",42,0,"LRFF","N"
"19228","DCLU","12","DCLU012","8","DCLU012-8",36,0,"LRFF","N"
"19229","DCLU","12","DCLU012","9","DCLU012-9",37,0,"LRFF","N"
"19230","DCLU","12","DCLU012","10","DCLU012-10",37,0,"LRFF","N"
"19231","DCLU","13","DCLU013","1","DCLU013-1",13,0,"LRFF","N"
"19232","DCLU","13","DCLU013","2","DCLU013-2",46,0,"LRFF","N"
"19233","DCLU","13","DCLU013","3","DCLU013-3",29,0,"LRFF","N"
"19234","DCLU","13","DCLU013","4","DCLU013-4",32,0,"LRFF","N"
"19235","DCLU","13","DCLU013","5","DCLU013-5",41,0,"LRFF","N"
"19236","DCLU","13","DCLU013","6","DCLU013-6",35,0,"LRFF","N"
"19237","DCLU","13","DCLU013","7","DCLU013-7",42,0,"LRFF","N"
"19238","DCLU","13","DCLU013","8","DCLU013-8",36,0,"LRFF","N"
"19239","DCLU","13","DCLU013","9","DCLU013-9",37,0,"LRFF","N"
"19240","DCLU","13","DCLU013","10","DCLU013-10",37,0,"LRFF","N"
"19241","DLIS","1","DLIS001","1","DLIS001-1",60,0,"LRFF","N"
"19242","DLIS","1","DLIS001","2","DLIS001-2",72,0,"LRFF","N"
"19243","DLIS","1","DLIS001","3","DLIS001-3",59,0,"LRFF","N"
"19244","DLIS","1","DLIS001","4","DLIS001-4",43,0,"LRFF","N"
"19245","DLIS","1","DLIS001","5","DLIS001-5",36,0,"LRFF","N"
"19246","DLIS","1","DLIS001","6","DLIS001-6",57,0,"LRFF","N"
"19247","DLIS","1","DLIS001","7","DLIS001-7",29,0,"LRFF","N"
"19248","DLIS","1","DLIS001","8","DLIS001-8",33,0,"LRFF","N"
"19249","DLIS","1","DLIS001","9","DLIS001-9",38,0,"LRFF","N"
"19250","DLIS","1","DLIS001","10","DLIS001-10",47,0,"LRFF","N"
"19251","DLIS","2","DLIS002","1","DLIS002-1",60,0,"LRFF","N"
"19252","DLIS","2","DLIS002","2","DLIS002-2",72,0,"LRFF","N"
"19253","DLIS","2","DLIS002","3","DLIS002-3",59,0,"LRFF","N"
"19254","DLIS","2","DLIS002","4","DLIS002-4",43,0,"LRFF","N"
"19255","DLIS","2","DLIS002","5","DLIS002-5",36,0,"LRFF","N"
"19256","DLIS","2","DLIS002","6","DLIS002-6",57,0,"LRFF","N"
"19257","DLIS","2","DLIS002","7","DLIS002-7",29,0,"LRFF","N"
"19258","DLIS","2","DLIS002","8","DLIS002-8",33,0,"LRFF","N"
"19259","DLIS","2","DLIS002","9","DLIS002-9",38,0,"LRFF","N"
"19260","DLIS","2","DLIS002","10","DLIS002-10",47,0,"LRFF","N"
"19261","DLIS","3","DLIS003","1","DLIS003-1",60,0,"LRFF","N"
"19262","DLIS","3","DLIS003","2","DLIS003-2",72,0,"LRFF","N"
"19263","DLIS","3","DLIS003","3","DLIS003-3",59,0,"LRFF","N"
"19264","DLIS","3","DLIS003","4","DLIS003-4",43,0,"LRFF","N"
"19265","DLIS","3","DLIS003","5","DLIS003-5",36,0,"LRFF","N"
"19266","DLIS","3","DLIS003","6","DLIS003-6",57,0,"LRFF","N"
"19267","DLIS","3","DLIS003","7","DLIS003-7",29,0,"LRFF","N"
"19268","DLIS","3","DLIS003","8","DLIS003-8",33,0,"LRFF","N"
"19269","DLIS","3","DLIS003","9","DLIS003-9",38,0,"LRFF","N"
"19270","DLIS","3","DLIS003","10","DLIS003-10",47,0,"LRFF","N"
"19271","DLIS","4","DLIS004","1","DLIS004-1",60,0,"LRFF","N"
"19272","DLIS","4","DLIS004","2","DLIS004-2",72,0,"LRFF","N"
"19273","DLIS","4","DLIS004","3","DLIS004-3",59,0,"LRFF","N"
"19274","DLIS","4","DLIS004","4","DLIS004-4",43,0,"LRFF","N"
"19275","DLIS","4","DLIS004","5","DLIS004-5",36,0,"LRFF","N"
"19276","DLIS","4","DLIS004","6","DLIS004-6",57,0,"LRFF","N"
"19277","DLIS","4","DLIS004","7","DLIS004-7",29,0,"LRFF","N"
"19278","DLIS","4","DLIS004","8","DLIS004-8",33,0,"LRFF","N"
"19279","DLIS","4","DLIS004","9","DLIS004-9",38,0,"LRFF","N"
"19280","DLIS","4","DLIS004","10","DLIS004-10",47,0,"LRFF","N"
"19281","DLIS","5","DLIS005","1","DLIS005-1",60,0,"LRFF","N"
"19282","DLIS","5","DLIS005","2","DLIS005-2",72,0,"LRFF","N"
"19283","DLIS","5","DLIS005","3","DLIS005-3",59,0,"LRFF","N"
"19284","DLIS","5","DLIS005","4","DLIS005-4",43,0,"LRFF","N"
"19285","DLIS","5","DLIS005","5","DLIS005-5",36,0,"LRFF","N"
"19286","DLIS","5","DLIS005","6","DLIS005-6",57,0,"LRFF","N"
"19287","DLIS","5","DLIS005","7","DLIS005-7",29,0,"LRFF","N"
"19288","DLIS","5","DLIS005","8","DLIS005-8",33,0,"LRFF","N"
"19289","DLIS","5","DLIS005","9","DLIS005-9",38,0,"LRFF","N"
"19290","DLIS","5","DLIS005","10","DLIS005-10",47,0,"LRFF","N"
"19291","DLIS","6","DLIS006","1","DLIS006-1",60,0,"LRFF","N"
"19292","DLIS","6","DLIS006","2","DLIS006-2",72,0,"LRFF","N"
"19293","DLIS","6","DLIS006","3","DLIS006-3",59,0,"LRFF","N"
"19294","DLIS","6","DLIS006","4","DLIS006-4",43,0,"LRFF","N"
"19295","DLIS","6","DLIS006","5","DLIS006-5",36,0,"LRFF","N"
"19296","DLIS","6","DLIS006","6","DLIS006-6",57,0,"LRFF","N"
"19297","DLIS","6","DLIS006","7","DLIS006-7",29,0,"LRFF","N"
"19298","DLIS","6","DLIS006","8","DLIS006-8",33,0,"LRFF","N"
"19299","DLIS","6","DLIS006","9","DLIS006-9",38,0,"LRFF","N"
"19300","DLIS","6","DLIS006","10","DLIS006-10",47,0,"LRFF","N"
"19301","DLIS","7","DLIS007","1","DLIS007-1",60,0,"LRFF","N"
"19302","DLIS","7","DLIS007","2","DLIS007-2",72,0,"LRFF","N"
"19303","DLIS","7","DLIS007","3","DLIS007-3",59,0,"LRFF","N"
"19304","DLIS","7","DLIS007","4","DLIS007-4",43,0,"LRFF","N"
"19305","DLIS","7","DLIS007","5","DLIS007-5",36,0,"LRFF","N"
"19306","DLIS","7","DLIS007","6","DLIS007-6",57,0,"LRFF","N"
"19307","DLIS","7","DLIS007","7","DLIS007-7",29,0,"LRFF","N"
"19308","DLIS","7","DLIS007","8","DLIS007-8",33,0,"LRFF","N"
"19309","DLIS","7","DLIS007","9","DLIS007-9",38,0,"LRFF","N"
"19310","DLIS","7","DLIS007","10","DLIS007-10",47,0,"LRFF","N"
"19311","DLIS","8","DLIS008","1","DLIS008-1",60,0,"LRFF","N"
"19312","DLIS","8","DLIS008","2","DLIS008-2",72,0,"LRFF","N"
"19313","DLIS","8","DLIS008","3","DLIS008-3",59,0,"LRFF","N"
"19314","DLIS","8","DLIS008","4","DLIS008-4",43,0,"LRFF","N"
"19315","DLIS","8","DLIS008","5","DLIS008-5",36,0,"LRFF","N"
"19316","DLIS","8","DLIS008","6","DLIS008-6",57,0,"LRFF","N"
"19317","DLIS","8","DLIS008","7","DLIS008-7",29,0,"LRFF","N"
"19318","DLIS","8","DLIS008","8","DLIS008-8",33,0,"LRFF","N"
"19319","DLIS","8","DLIS008","9","DLIS008-9",38,0,"LRFF","N"
"19320","DLIS","8","DLIS008","10","DLIS008-10",47,0,"LRFF","N"
"19321","DLIS","9","DLIS009","1","DLIS009-1",60,0,"LRFF","N"
"19322","DLIS","9","DLIS009","2","DLIS009-2",72,0,"LRFF","N"
"19323","DLIS","9","DLIS009","3","DLIS009-3",59,0,"LRFF","N"
"19324","DLIS","9","DLIS009","4","DLIS009-4",43,0,"LRFF","N"
"19325","DLIS","9","DLIS009","5","DLIS009-5",36,0,"LRFF","N"
"19326","DLIS","9","DLIS009","6","DLIS009-6",57,0,"LRFF","N"
"19327","DLIS","9","DLIS009","7","DLIS009-7",29,0,"LRFF","N"
"19328","DLIS","9","DLIS009","8","DLIS009-8",33,0,"LRFF","N"
"19329","DLIS","9","DLIS009","9","DLIS009-9",38,0,"LRFF","N"
"19330","DLIS","9","DLIS009","10","DLIS009-10",47,0,"LRFF","N"
"19331","DLIS","10","DLIS010","1","DLIS010-1",60,0,"LRFF","N"
"19332","DLIS","10","DLIS010","2","DLIS010-2",72,0,"LRFF","N"
"19333","DLIS","10","DLIS010","3","DLIS010-3",59,0,"LRFF","N"
"19334","DLIS","10","DLIS010","4","DLIS010-4",43,0,"LRFF","N"
"19335","DLIS","10","DLIS010","5","DLIS010-5",36,0,"LRFF","N"
"19336","DLIS","10","DLIS010","6","DLIS010-6",57,0,"LRFF","N"
"19337","DLIS","10","DLIS010","7","DLIS010-7",29,0,"LRFF","N"
"19338","DLIS","10","DLIS010","8","DLIS010-8",33,0,"LRFF","N"
"19339","DLIS","10","DLIS010","9","DLIS010-9",38,0,"LRFF","N"
"19340","DLIS","10","DLIS010","10","DLIS010-10",47,0,"LRFF","N"
"19341","DLIS","11","DLIS011","1","DLIS011-1",60,0,"LRFF","N"
"19342","DLIS","11","DLIS011","2","DLIS011-2",72,0,"LRFF","N"
"19343","DLIS","11","DLIS011","3","DLIS011-3",59,0,"LRFF","N"
"19344","DLIS","11","DLIS011","4","DLIS011-4",43,0,"LRFF","N"
"19345","DLIS","11","DLIS011","5","DLIS011-5",36,0,"LRFF","N"
"19346","DLIS","11","DLIS011","6","DLIS011-6",57,0,"LRFF","N"
"19347","DLIS","11","DLIS011","7","DLIS011-7",29,0,"LRFF","N"
"19348","DLIS","11","DLIS011","8","DLIS011-8",33,0,"LRFF","N"
"19349","DLIS","11","DLIS011","9","DLIS011-9",38,0,"LRFF","N"
"19350","DLIS","11","DLIS011","10","DLIS011-10",47,0,"LRFF","N"
"19351","DLIS","12","DLIS012","1","DLIS012-1",60,0,"LRFF","N"
"19352","DLIS","12","DLIS012","2","DLIS012-2",72,0,"LRFF","N"
"19353","DLIS","12","DLIS012","3","DLIS012-3",59,0,"LRFF","N"
"19354","DLIS","12","DLIS012","4","DLIS012-4",43,0,"LRFF","N"
"19355","DLIS","12","DLIS012","5","DLIS012-5",36,0,"LRFF","N"
"19356","DLIS","12","DLIS012","6","DLIS012-6",57,0,"LRFF","N"
"19357","DLIS","12","DLIS012","7","DLIS012-7",29,0,"LRFF","N"
"19358","DLIS","12","DLIS012","8","DLIS012-8",33,0,"LRFF","N"
"19359","DLIS","12","DLIS012","9","DLIS012-9",38,0,"LRFF","N"
"19360","DLIS","12","DLIS012","10","DLIS012-10",47,0,"LRFF","N"
"19361","DLIS","13","DLIS013","1","DLIS013-1",60,0,"LRFF","N"
"19362","DLIS","13","DLIS013","2","DLIS013-2",72,0,"LRFF","N"
"19363","DLIS","13","DLIS013","3","DLIS013-3",59,0,"LRFF","N"
"19364","DLIS","13","DLIS013","4","DLIS013-4",43,0,"LRFF","N"
"19365","DLIS","13","DLIS013","5","DLIS013-5",36,0,"LRFF","N"
"19366","DLIS","13","DLIS013","6","DLIS013-6",57,0,"LRFF","N"
"19367","DLIS","13","DLIS013","7","DLIS013-7",29,0,"LRFF","N"
"19368","DLIS","13","DLIS013","8","DLIS013-8",33,0,"LRFF","N"
"19369","DLIS","13","DLIS013","9","DLIS013-9",38,0,"LRFF","N"
"19370","DLIS","13","DLIS013","10","DLIS013-10",47,0,"LRFF","N"
"19371","DRED","1","DRED001","1","DRED001-1",16,0,"LRFF","N"
"19372","DRED","1","DRED001","2","DRED001-2",41,0,"LRFF","N"
"19373","DRED","1","DRED001","3","DRED001-3",42,0,"LRFF","N"
"19374","DRED","1","DRED001","4","DRED001-4",52,0,"LRFF","N"
"19375","DRED","1","DRED001","5","DRED001-5",20,0,"LRFF","N"
"19376","DRED","1","DRED001","6","DRED001-6",6,0,"LRFF","N"
"19377","DRED","1","DRED001","7","DRED001-7",14,0,"LRFF","N"
"19378","DRED","1","DRED001","8","DRED001-8",44,0,"LRFF","N"
"19379","DRED","1","DRED001","9","DRED001-9",6,0,"LRFF","N"
"19380","DRED","1","DRED001","10","DRED001-10",44,0,"LRFF","N"
"19381","DRED","2","DRED002","1","DRED002-1",16,8,"LRFF","N"
"19382","DRED","2","DRED002","2","DRED002-2",41,0,"LRFF","N"
"19383","DRED","2","DRED002","3","DRED002-3",42,0,"LRFF","N"
"19384","DRED","2","DRED002","4","DRED002-4",52,0,"LRFF","N"
"19385","DRED","2","DRED002","5","DRED002-5",20,0,"LRFF","N"
"19386","DRED","2","DRED002","6","DRED002-6",6,0,"LRFF","N"
"19387","DRED","2","DRED002","7","DRED002-7",14,0,"LRFF","N"
"19388","DRED","2","DRED002","8","DRED002-8",44,0,"LRFF","N"
"19389","DRED","2","DRED002","9","DRED002-9",6,0,"LRFF","N"
"19390","DRED","2","DRED002","10","DRED002-10",44,0,"LRFF","N"
"19391","DRED","3","DRED003","1","DRED003-1",16,6,"LRFF","N"
"19392","DRED","3","DRED003","2","DRED003-2",41,3,"LRFF","N"
"19393","DRED","3","DRED003","3","DRED003-3",42,0,"LRFF","N"
"19394","DRED","3","DRED003","4","DRED003-4",52,0,"LRFF","N"
"19395","DRED","3","DRED003","5","DRED003-5",20,0,"LRFF","N"
"19396","DRED","3","DRED003","6","DRED003-6",6,0,"LRFF","N"
"19397","DRED","3","DRED003","7","DRED003-7",14,0,"LRFF","N"
"19398","DRED","3","DRED003","8","DRED003-8",44,3,"LRFF","N"
"19399","DRED","3","DRED003","9","DRED003-9",6,0,"LRFF","N"
"19400","DRED","3","DRED003","10","DRED003-10",44,3,"LRFF","N"
"19401","DRED","4","DRED004","1","DRED004-1",16,59.5,"LRFF","N"
"19402","DRED","4","DRED004","2","DRED004-2",41,40,"LRFF","N"
"19403","DRED","4","DRED004","3","DRED004-3",42,0,"LRFF","N"
"19404","DRED","4","DRED004","4","DRED004-4",52,0,"LRFF","N"
"19405","DRED","4","DRED004","5","DRED004-5",20,0,"LRFF","N"
"19406","DRED","4","DRED004","6","DRED004-6",6,0,"LRFF","N"
"19407","DRED","4","DRED004","7","DRED004-7",14,0,"LRFF","N"
"19408","DRED","4","DRED004","8","DRED004-8",44,3,"LRFF","N"
"19409","DRED","4","DRED004","9","DRED004-9",6,0,"LRFF","N"
"19410","DRED","4","DRED004","10","DRED004-10",44,6,"LRFF","N"
"19411","DRED","5","DRED005","1","DRED005-1",16,8,"LRFF","N"
"19412","DRED","5","DRED005","2","DRED005-2",41,3,"LRFF","N"
"19413","DRED","5","DRED005","3","DRED005-3",42,0,"LRFF","N"
"19414","DRED","5","DRED005","4","DRED005-4",52,0,"LRFF","N"
"19415","DRED","5","DRED005","5","DRED005-5",20,0,"LRFF","N"
"19416","DRED","5","DRED005","6","DRED005-6",6,0,"LRFF","N"
"19417","DRED","5","DRED005","7","DRED005-7",14,0,"LRFF","N"
"19418","DRED","5","DRED005","8","DRED005-8",44,0,"LRFF","N"
"19419","DRED","5","DRED005","9","DRED005-9",6,0,"LRFF","N"
"19420","DRED","5","DRED005","10","DRED005-10",44,57,"LRFF","N"
"19421","DRED","6","DRED006","1","DRED006-1",16,111,"LRFF","N"
"19422","DRED","6","DRED006","2","DRED006-2",41,1244.5,"LRFF","N"
"19423","DRED","6","DRED006","3","DRED006-3",42,0,"LRFF","N"
"19424","DRED","6","DRED006","4","DRED006-4",52,0,"LRFF","N"
"19425","DRED","6","DRED006","5","DRED006-5",20,26.5,"LRFF","N"
"19426","DRED","6","DRED006","6","DRED006-6",6,0,"LRFF","N"
"19427","DRED","6","DRED006","7","DRED006-7",14,0,"LRFF","N"
"19428","DRED","6","DRED006","8","DRED006-8",44,0,"LRFF","N"
"19429","DRED","6","DRED006","9","DRED006-9",6,0,"LRFF","N"
"19430","DRED","6","DRED006","10","DRED006-10",44,0,"LRFF","N"
"19431","DRED","7","DRED007","1","DRED007-1",16,733,"LRFF","N"
"19432","DRED","7","DRED007","2","DRED007-2",41,3160.5,"LRFF","N"
"19433","DRED","7","DRED007","3","DRED007-3",42,760,"LRFF","N"
"19434","DRED","7","DRED007","4","DRED007-4",52,0,"LRFF","N"
"19435","DRED","7","DRED007","5","DRED007-5",20,0,"LRFF","N"
"19436","DRED","7","DRED007","6","DRED007-6",6,0,"LRFF","N"
"19437","DRED","7","DRED007","7","DRED007-7",14,0,"LRFF","N"
"19438","DRED","7","DRED007","8","DRED007-8",44,0,"LRFF","N"
"19439","DRED","7","DRED007","9","DRED007-9",6,0,"LRFF","N"
"19440","DRED","7","DRED007","10","DRED007-10",44,0,"LRFF","N"
"19441","DRED","8","DRED008","1","DRED008-1",16,69.5,"LRFF","N"
"19442","DRED","8","DRED008","2","DRED008-2",41,1954.5,"LRFF","N"
"19443","DRED","8","DRED008","3","DRED008-3",42,113,"LRFF","N"
"19444","DRED","8","DRED008","4","DRED008-4",52,0,"LRFF","N"
"19445","DRED","8","DRED008","5","DRED008-5",20,0,"LRFF","N"
"19446","DRED","8","DRED008","6","DRED008-6",6,0,"LRFF","N"
"19447","DRED","8","DRED008","7","DRED008-7",14,0,"LRFF","N"
"19448","DRED","8","DRED008","8","DRED008-8",44,290.5,"LRFF","N"
"19449","DRED","8","DRED008","9","DRED008-9",6,0,"LRFF","N"
"19450","DRED","8","DRED008","10","DRED008-10",44,671.5,"LRFF","N"
"19451","DRED","9","DRED009","1","DRED009-1",16,129,"LRFF","N"
"19452","DRED","9","DRED009","2","DRED009-2",41,369,"LRFF","N"
"19453","DRED","9","DRED009","3","DRED009-3",42,39,"LRFF","N"
"19454","DRED","9","DRED009","4","DRED009-4",52,0,"LRFF","N"
"19455","DRED","9","DRED009","5","DRED009-5",19,15.5,"LRFF","N"
"19456","DRED","9","DRED009","6","DRED009-6",6,0,"LRFF","N"
"19457","DRED","9","DRED009","7","DRED009-7",14,0,"LRFF","N"
"19458","DRED","9","DRED009","8","DRED009-8",44,55,"LRFF","N"
"19459","DRED","9","DRED009","9","DRED009-9",6,0,"LRFF","N"
"19460","DRED","9","DRED009","10","DRED009-10",44,0,"LRFF","N"
"19461","DRED","10","DRED010","1","DRED010-1",16,0,"LRFF","N"
"19462","DRED","10","DRED010","2","DRED010-2",41,125,"LRFF","N"
"19463","DRED","10","DRED010","3","DRED010-3",42,0,"LRFF","N"
"19464","DRED","10","DRED010","4","DRED010-4",52,0,"LRFF","N"
"19465","DRED","10","DRED010","5","DRED010-5",19,0,"LRFF","N"
"19466","DRED","10","DRED010","6","DRED010-6",6,0,"LRFF","N"
"19467","DRED","10","DRED010","7","DRED010-7",14,0,"LRFF","N"
"19468","DRED","10","DRED010","8","DRED010-8",44,0,"LRFF","N"
"19469","DRED","10","DRED010","9","DRED010-9",6,0,"LRFF","N"
"19470","DRED","10","DRED010","10","DRED010-10",44,0,"LRFF","N"
"19471","DRED","11","DRED011","1","DRED011-1",16,0,"LRFF","N"
"19472","DRED","11","DRED011","2","DRED011-2",38,0,"LRFF","N"
"19473","DRED","11","DRED011","3","DRED011-3",42,0,"LRFF","N"
"19474","DRED","11","DRED011","4","DRED011-4",52,0,"LRFF","N"
"19475","DRED","11","DRED011","5","DRED011-5",12,0,"LRFF","N"
"19476","DRED","11","DRED011","6","DRED011-6",6,0,"LRFF","N"
"19477","DRED","11","DRED011","7","DRED011-7",14,0,"LRFF","N"
"19478","DRED","11","DRED011","8","DRED011-8",44,0,"LRFF","N"
"19479","DRED","11","DRED011","9","DRED011-9",6,0,"LRFF","N"
"19480","DRED","11","DRED011","10","DRED011-10",44,0,"LRFF","N"
"19481","DRED","12","DRED012","1","DRED012-1",16,0,"LRFF","N"
"19482","DRED","12","DRED012","2","DRED012-2",38,0,"LRFF","N"
"19483","DRED","12","DRED012","3","DRED012-3",42,0,"LRFF","N"
"19484","DRED","12","DRED012","4","DRED012-4",52,0,"LRFF","N"
"19485","DRED","12","DRED012","5","DRED012-5",12,0,"LRFF","N"
"19486","DRED","12","DRED012","6","DRED012-6",6,0,"LRFF","N"
"19487","DRED","12","DRED012","7","DRED012-7",14,0,"LRFF","N"
"19488","DRED","12","DRED012","8","DRED012-8",44,0,"LRFF","N"
"19489","DRED","12","DRED012","9","DRED012-9",6,0,"LRFF","N"
"19490","DRED","12","DRED012","10","DRED012-10",44,0,"LRFF","N"
"19491","DRED","13","DRED013","1","DRED013-1",16,0,"LRFF","N"
"19492","DRED","13","DRED013","2","DRED013-2",38,0,"LRFF","N"
"19493","DRED","13","DRED013","3","DRED013-3",42,0,"LRFF","N"
"19494","DRED","13","DRED013","4","DRED013-4",52,0,"LRFF","N"
"19495","DRED","13","DRED013","5","DRED013-5",12,0,"LRFF","N"
"19496","DRED","13","DRED013","6","DRED013-6",6,0,"LRFF","N"
"19497","DRED","13","DRED013","7","DRED013-7",14,0,"LRFF","N"
"19498","DRED","13","DRED013","8","DRED013-8",44,0,"LRFF","N"
"19499","DRED","13","DRED013","9","DRED013-9",6,0,"LRFF","N"
"19500","DRED","13","DRED013","10","DRED013-10",44,0,"LRFF","N"
"19501","DSUN","1","DSUN001","1","DSUN001-1",23,0,"LRFF","N"
"19502","DSUN","1","DSUN001","2","DSUN001-2",24,0,"LRFF","N"
"19503","DSUN","1","DSUN001","3","DSUN001-3",23,0,"LRFF","N"
"19504","DSUN","1","DSUN001","4","DSUN001-4",16,0,"LRFF","N"
"19505","DSUN","1","DSUN001","5","DSUN001-5",23,0,"LRFF","N"
"19506","DSUN","1","DSUN001","6","DSUN001-6",19,0,"LRFF","N"
"19507","DSUN","1","DSUN001","7","DSUN001-7",18,0,"LRFF","N"
"19508","DSUN","1","DSUN001","8","DSUN001-8",24,0,"LRFF","N"
"19509","DSUN","1","DSUN001","9","DSUN001-9",35,0,"LRFF","N"
"19510","DSUN","1","DSUN001","10","DSUN001-10",21,0,"LRFF","N"
"19511","DSUN","2","DSUN002","1","DSUN002-1",23,0,"LRFF","N"
"19512","DSUN","2","DSUN002","2","DSUN002-2",24,0,"LRFF","N"
"19513","DSUN","2","DSUN002","3","DSUN002-3",23,0,"LRFF","N"
"19514","DSUN","2","DSUN002","4","DSUN002-4",16,0,"LRFF","N"
"19515","DSUN","2","DSUN002","5","DSUN002-5",23,0,"LRFF","N"
"19516","DSUN","2","DSUN002","6","DSUN002-6",19,0,"LRFF","N"
"19517","DSUN","2","DSUN002","7","DSUN002-7",18,0,"LRFF","N"
"19518","DSUN","2","DSUN002","8","DSUN002-8",24,0,"LRFF","N"
"19519","DSUN","2","DSUN002","9","DSUN002-9",35,0,"LRFF","N"
"19520","DSUN","2","DSUN002","10","DSUN002-10",21,0,"LRFF","N"
"19521","DSUN","3","DSUN003","1","DSUN003-1",23,0,"LRFF","N"
"19522","DSUN","3","DSUN003","2","DSUN003-2",24,0,"LRFF","N"
"19523","DSUN","3","DSUN003","3","DSUN003-3",23,0,"LRFF","N"
"19524","DSUN","3","DSUN003","4","DSUN003-4",16,0,"LRFF","N"
"19525","DSUN","3","DSUN003","5","DSUN003-5",23,0,"LRFF","N"
